transaction_id,sender,receiver,amount,timestamp,account_age_days,transaction_type,fraud_flag
1490,10055,20088,38555.92,2026-02-03 08:15:23.295295,846,IMPS,0
1491,10016,20099,17402.37,2026-01-23 11:55:23.295295,598,NEFT,0
1492,10062,20001,35430.91,2026-02-10 11:26:23.295295,932,IMPS,0
1493,10003,20053,800.45,2026-02-03 14:15:23.295295,164,RTGS,0
1494,10078,20062,4938.72,2026-01-31 11:11:23.295295,233,RTGS,0
1495,10095,20056,16709.14,2025-12-25 15:37:23.295295,863,RTGS,0
1496,10039,20056,21582.16,2026-01-23 18:02:23.295295,485,IMPS,1
1497,10098,20076,15218.86,2026-01-14 08:16:23.295295,807,UPI,0
1498,10024,20092,10331.97,2026-01-11 22:16:23.295295,377,UPI,0
1499,10051,20094,25906.53,2026-01-04 17:41:23.295295,803,IMPS,0
1500,10099,20017,13826.77,2026-02-12 05:26:23.295295,827,RTGS,0
1501,10015,20032,940.3,2026-02-24 01:23:23.295295,978,NEFT,0
1502,10039,20064,35892.86,2026-01-07 06:56:23.295295,445,UPI,0
1503,10001,20076,378.31,2025-12-25 19:30:23.295295,879,NEFT,0
1504,10026,20100,20958.25,2026-01-12 01:46:23.295295,843,IMPS,0
1505,10028,20006,32477.64,2026-02-16 05:05:23.295295,301,UPI,0
1506,10019,20020,2759.84,2026-02-23 20:53:23.295295,849,RTGS,0
1507,10080,20081,7494.76,2026-02-16 02:46:23.295295,420,RTGS,0
1508,10056,20070,31909.14,2026-02-16 11:22:23.295295,649,RTGS,0
1509,10009,20013,46060.07,2026-02-23 04:09:23.295295,223,NEFT,0
1510,10056,20070,18990.54,2025-12-28 11:26:23.295295,102,NEFT,0
1511,10076,20057,40740.75,2025-12-27 07:51:23.295295,713,UPI,0
1512,10061,20038,303.99,2026-01-23 12:54:23.295295,360,RTGS,0
1513,10077,20092,28549.34,2026-01-28 15:45:23.295295,754,UPI,0
1514,10062,20049,34785.16,2026-02-25 21:42:23.295295,954,RTGS,0
1515,10059,20042,21193.57,2026-01-18 02:03:23.295295,675,NEFT,0
1516,10057,20016,4787.82,2025-12-26 06:02:23.295295,517,NEFT,0
1517,10082,20046,1961.81,2025-12-26 11:28:23.295295,436,IMPS,0
1518,10090,20062,47396.31,2026-01-31 16:47:23.295295,785,UPI,0
1519,10008,20024,28742.39,2026-02-11 07:32:23.295295,991,UPI,0
1520,10060,20082,3830.93,2026-02-26 15:40:23.295295,208,IMPS,0
1521,10100,20014,28438.07,2026-01-12 22:16:23.295295,876,UPI,0
1522,10087,20073,4402.64,2025-12-27 19:25:23.295295,510,UPI,0
1523,10033,20018,49316.36,2026-02-02 02:28:23.295295,709,NEFT,0
1524,10077,20019,12853.13,2026-02-17 16:45:23.295295,465,IMPS,0
1525,10100,20013,38718.58,2025-12-27 12:41:23.295295,238,UPI,0
1526,10056,20045,26015.7,2026-01-07 22:13:23.295295,928,RTGS,0
1527,10080,20074,13272.41,2026-02-05 10:10:23.295295,179,RTGS,0
1528,10045,20079,13992.44,2026-02-09 08:15:23.295295,207,IMPS,0
1529,10034,20069,4118.76,2026-02-06 09:51:23.295295,334,IMPS,0
1530,10066,20037,21921.06,2026-01-23 21:00:23.295295,85,RTGS,0
1531,10090,20045,34440.37,2026-02-06 07:17:23.295295,836,RTGS,0
1532,10047,20016,45159.32,2025-12-29 09:28:23.295295,796,IMPS,0
1533,10084,20073,13135.53,2026-01-26 16:33:23.295295,42,RTGS,0
1534,10088,20048,40805.62,2026-02-12 04:44:23.295295,390,NEFT,1
1535,10058,20019,31955.63,2026-01-30 06:29:23.295295,593,NEFT,0
1536,10057,20094,3110.9,2026-01-25 22:13:23.295295,329,UPI,0
1537,10098,20058,39298.59,2026-02-19 15:51:23.295295,311,IMPS,0
1538,10035,20064,38685.76,2026-02-05 18:39:23.295295,718,NEFT,0
1539,10019,20021,8708.51,2026-02-01 16:18:23.295295,804,NEFT,0
1540,10085,20048,13508.59,2026-01-19 12:06:23.295295,18,UPI,0
1541,10062,20057,33368.53,2026-01-21 03:17:23.295295,92,RTGS,0
1542,10059,20028,13710.16,2026-01-10 02:46:23.295295,971,IMPS,0
1543,10051,20083,20058.1,2026-02-24 00:33:23.295295,763,UPI,0
1544,10019,20070,20665.4,2026-01-24 00:06:23.295295,299,NEFT,0
1545,10096,20003,49963.37,2026-01-07 19:34:23.295295,65,NEFT,0
1546,10055,20039,36462.04,2026-02-21 03:11:23.295295,380,NEFT,0
1547,10074,20013,5582.82,2025-12-28 03:00:23.295295,54,RTGS,0
1548,10095,20054,35648.63,2026-02-02 03:24:23.295295,97,IMPS,0
1549,10086,20049,3209.34,2026-01-22 11:38:23.295295,331,NEFT,0
1550,10032,20009,13131.47,2026-02-04 16:45:23.295295,435,NEFT,0
1551,10027,20067,37701.44,2026-02-09 06:48:23.295295,561,IMPS,0
1552,10040,20042,364.17,2026-01-18 15:59:23.295295,283,RTGS,1
1553,10095,20006,33111.03,2026-02-12 04:25:23.295295,700,UPI,0
1554,10055,20025,14653.53,2026-02-22 12:11:23.295295,847,RTGS,0
1555,10073,20008,39239.17,2026-02-15 16:49:23.295295,147,UPI,0
1556,10005,20005,33558.81,2026-01-20 00:02:23.295295,475,IMPS,0
1557,10015,20055,34623.78,2026-02-21 09:52:23.295295,92,NEFT,0
1558,10072,20012,20781.94,2026-03-01 05:27:23.295295,477,IMPS,0
1559,10003,20035,24557.95,2026-02-16 12:48:23.295295,554,UPI,0
1560,10086,20057,3261.86,2026-02-11 20:33:23.295295,476,IMPS,0
1561,10040,20040,754.87,2026-02-17 12:13:23.295295,538,UPI,1
1562,10024,20046,47221.34,2026-01-09 13:34:23.295295,97,UPI,0
1563,10041,20096,45678.76,2026-02-18 21:44:23.295295,82,UPI,0
1564,10004,20078,4809.53,2026-01-13 04:00:23.295295,815,UPI,0
1565,10021,20080,14203.44,2026-02-22 04:19:23.295295,132,IMPS,0
1566,10052,20053,17324.44,2026-01-22 05:11:23.295295,38,NEFT,0
1567,10087,20033,13423.6,2026-01-05 01:34:23.295295,260,RTGS,0
1568,10034,20009,2546.47,2026-01-18 20:57:23.295295,356,RTGS,0
1569,10036,20073,20423.82,2026-02-22 06:19:23.295295,740,IMPS,0
1570,10045,20093,39950.1,2026-02-19 10:43:23.295295,618,UPI,0
1571,10073,20013,24405.42,2026-03-04 04:34:23.295295,468,NEFT,0
1572,10025,20002,40265.64,2026-03-04 06:10:23.295295,818,RTGS,1
1573,10040,20050,32078.42,2026-02-17 23:08:23.295295,749,NEFT,0
1574,10068,20009,2168.1,2026-01-04 01:24:23.295295,714,NEFT,0
1575,10096,20023,18309.62,2026-02-10 12:28:23.295295,874,UPI,0
1576,10077,20081,22818.67,2026-01-07 11:59:23.295295,711,RTGS,0
1577,10048,20053,29504.32,2026-03-03 04:10:23.295295,657,NEFT,0
1578,10082,20056,29845.63,2026-02-14 20:23:23.295295,168,IMPS,0
1579,10090,20093,13505.34,2026-01-25 09:28:23.295295,600,IMPS,0
1580,10036,20075,28650.19,2026-01-03 16:17:23.295295,799,UPI,0
1581,10018,20021,28278.14,2026-02-06 23:18:23.295295,811,NEFT,1
1582,10047,20081,45924.8,2026-01-27 17:11:23.295295,934,RTGS,0
1583,10048,20087,46583.09,2026-02-01 23:09:23.295295,16,UPI,1
1584,10006,20086,48465.54,2026-01-31 16:41:23.295295,650,NEFT,0
1585,10050,20087,14633.9,2026-02-24 15:06:23.295295,494,RTGS,0
1586,10083,20099,41820.1,2026-01-14 16:10:23.295295,607,IMPS,0
1587,10023,20005,3222.0,2026-01-25 00:44:23.295295,69,RTGS,0
1588,10015,20037,4093.28,2026-02-08 11:55:23.295295,382,NEFT,0
1589,10021,20093,32774.88,2026-01-27 03:00:23.295295,104,RTGS,0
1590,10087,20086,16886.68,2026-01-30 01:43:23.295295,578,IMPS,0
1591,10004,20063,11752.3,2026-02-06 20:40:23.295295,313,RTGS,0
1592,10007,20036,6793.16,2026-02-26 16:41:23.295295,204,NEFT,0
1593,10062,20062,25393.86,2026-01-11 11:53:23.295295,690,UPI,0
1594,10022,20058,48957.86,2025-12-31 08:02:23.295295,323,NEFT,0
1595,10051,20038,37825.75,2026-02-04 15:32:23.295295,3,IMPS,1
1596,10024,20100,26822.93,2025-12-26 05:49:23.295295,468,IMPS,0
1597,10008,20064,32460.23,2026-02-14 04:09:23.295295,669,NEFT,0
1598,10080,20067,47681.42,2026-03-04 08:10:23.295295,434,RTGS,0
1599,10099,20035,8677.0,2026-01-15 06:08:23.295295,419,NEFT,0
1600,10048,20040,43049.24,2026-03-04 08:13:23.295295,395,UPI,1
1601,10027,20098,2464.32,2026-01-04 07:22:23.295295,906,IMPS,0
1602,10070,20064,34467.1,2026-02-22 07:09:23.295295,849,NEFT,0
1603,10022,20072,29758.88,2026-02-10 08:35:23.295295,700,RTGS,0
1604,10097,20068,42080.04,2026-01-13 22:40:23.295295,452,IMPS,0
1605,10064,20077,23669.46,2026-01-16 19:56:23.295295,530,NEFT,0
1606,10080,20100,46772.78,2026-02-08 07:23:23.295295,709,IMPS,0
1607,10021,20015,15529.48,2026-03-01 18:12:23.295295,917,NEFT,1
1608,10000,20019,19343.45,2026-02-24 05:46:23.295295,282,IMPS,0
1609,10036,20092,9195.58,2026-02-12 14:07:23.295295,388,NEFT,0
1610,10059,20023,41871.76,2026-02-16 23:31:23.295295,75,UPI,0
1611,10025,20003,14417.29,2026-02-25 20:31:23.295295,240,IMPS,0
1612,10049,20036,24154.51,2026-01-18 16:59:23.295295,771,UPI,1
1613,10098,20069,6681.26,2026-01-09 23:39:23.295295,782,UPI,1
1614,10078,20052,33225.34,2026-02-04 12:06:23.295295,760,UPI,1
1615,10080,20092,27059.51,2026-01-22 05:23:23.295295,727,RTGS,0
1616,10007,20084,46020.11,2026-02-18 17:48:23.295295,434,UPI,0
1617,10047,20090,6778.53,2026-01-07 15:45:23.295295,41,UPI,0
1618,10071,20048,24811.48,2026-01-09 12:36:23.295295,161,IMPS,0
1619,10032,20056,16792.98,2026-02-26 12:59:23.295295,499,RTGS,0
1620,10030,20055,45195.83,2026-02-21 22:58:23.295295,644,IMPS,0
1621,10046,20044,1920.7,2026-02-23 06:51:23.295295,532,RTGS,0
1622,10062,20027,1289.23,2026-01-17 00:16:23.295295,626,UPI,0
1623,10022,20000,23238.08,2026-01-01 12:02:23.295295,461,IMPS,0
1624,10056,20061,8805.39,2026-03-02 12:59:23.295295,221,IMPS,1
1625,10077,20019,29309.16,2026-01-09 14:16:23.295295,695,IMPS,0
1626,10074,20031,36748.8,2026-01-20 09:38:23.295295,707,UPI,0
1627,10005,20076,38609.84,2026-02-14 13:46:23.295295,151,RTGS,0
1628,10087,20088,34061.21,2026-02-13 21:51:23.295295,680,IMPS,0
1629,10034,20084,27149.76,2026-01-18 11:18:23.295295,797,RTGS,0
1630,10082,20095,40181.68,2026-01-16 16:24:23.295295,186,UPI,0
1631,10060,20086,35038.27,2025-12-27 23:05:23.295295,602,UPI,0
1632,10006,20007,2707.34,2026-02-09 20:10:23.295295,937,RTGS,0
1633,10045,20016,32893.47,2026-01-02 00:34:23.295295,37,UPI,0
1634,10037,20090,34026.73,2026-01-24 07:25:23.295295,626,NEFT,0
1635,10004,20054,23722.84,2026-01-09 21:28:23.295295,575,RTGS,0
1636,10065,20028,31669.26,2026-02-03 10:30:23.295295,141,NEFT,0
1637,10092,20082,3278.26,2026-02-03 14:40:23.295295,913,UPI,0
1638,10067,20097,19929.37,2026-02-01 10:12:23.295295,715,IMPS,0
1639,10028,20000,11857.22,2026-01-18 05:42:23.295295,826,UPI,0
1640,10074,20006,47224.26,2026-02-17 14:30:23.295295,839,NEFT,0
1641,10026,20071,4139.8,2026-01-11 09:55:23.295295,177,IMPS,0
1642,10066,20036,5517.2,2025-12-26 11:19:23.295295,550,IMPS,0
1643,10035,20046,12650.12,2025-12-26 20:42:23.295295,68,RTGS,0
1644,10031,20010,43606.88,2026-02-02 13:58:23.295295,826,RTGS,0
1645,10098,20093,27843.51,2026-03-04 04:04:23.295295,340,NEFT,0
1646,10036,20074,13035.97,2026-02-01 08:04:23.295295,848,UPI,0
1647,10090,20065,11862.42,2026-01-04 17:45:23.295295,385,RTGS,0
1648,10072,20069,15218.21,2026-03-03 16:11:23.295295,900,UPI,0
1649,10049,20081,10661.13,2025-12-27 06:04:23.295295,549,UPI,0
1650,10090,20083,43278.56,2026-01-19 13:01:23.295295,640,UPI,0
1651,10100,20025,29257.82,2026-03-03 00:27:23.295295,167,UPI,0
1652,10021,20071,41961.27,2026-01-12 20:28:23.295295,955,RTGS,0
1653,10058,20012,14392.04,2026-02-26 12:07:23.295295,240,UPI,0
1654,10018,20097,44399.1,2026-02-02 12:49:23.295295,171,NEFT,0
1655,10043,20001,27108.26,2025-12-27 15:25:23.295295,499,NEFT,0
1656,10079,20075,48042.29,2026-02-01 21:12:23.295295,635,IMPS,0
1657,10006,20097,46036.0,2026-02-03 01:40:23.295295,474,UPI,0
1658,10084,20091,21582.26,2026-01-17 16:12:23.295295,503,NEFT,0
1659,10054,20053,44183.86,2026-01-04 22:31:23.295295,975,UPI,0
1660,10085,20020,33418.88,2026-02-03 15:58:23.295295,224,RTGS,0
1661,10025,20048,23027.06,2026-02-22 03:20:23.295295,191,NEFT,0
1662,10075,20041,32261.16,2026-02-07 15:14:23.295295,441,IMPS,0
1663,10037,20063,18109.88,2026-01-08 15:37:23.295295,854,NEFT,0
1664,10040,20005,39343.1,2026-01-18 11:24:23.295295,209,IMPS,0
1665,10083,20079,33270.42,2025-12-28 04:36:23.295295,776,UPI,0
1666,10075,20027,18247.52,2026-01-22 17:08:23.295295,823,IMPS,0
1667,10001,20055,27369.58,2026-01-10 20:56:23.295295,341,NEFT,0
1668,10008,20045,13279.5,2026-01-31 05:40:23.295295,311,IMPS,0
1669,10059,20008,35147.13,2026-01-04 16:38:23.295295,530,RTGS,0
1670,10060,20084,13221.72,2026-03-02 07:25:23.295295,829,RTGS,0
1671,10008,20059,3234.1,2026-02-17 20:38:23.295295,33,IMPS,0
1672,10007,20054,16900.16,2026-01-22 17:39:23.295295,148,RTGS,0
1673,10065,20021,24209.78,2026-02-17 10:04:23.295295,601,RTGS,0
1674,10100,20079,37776.48,2026-02-26 20:23:23.295295,585,UPI,0
1675,10027,20073,46006.45,2026-01-24 12:39:23.295295,462,NEFT,0
1676,10068,20000,23564.09,2026-03-03 04:03:23.295295,533,NEFT,0
1677,10049,20004,20514.54,2025-12-30 18:32:23.295295,837,UPI,0
1678,10099,20085,40924.27,2026-02-15 17:15:23.295295,314,RTGS,0
1679,10030,20078,28961.34,2026-02-12 20:20:23.295295,185,RTGS,0
1680,10086,20048,41423.36,2026-01-02 11:11:23.295295,507,IMPS,0
1681,10006,20058,43710.29,2026-02-27 19:41:23.295295,368,NEFT,0
1682,10002,20005,1051.57,2026-01-09 19:44:23.295295,68,UPI,0
1683,10016,20024,35176.01,2026-01-01 04:58:23.295295,988,IMPS,0
1684,10038,20061,22039.18,2026-01-23 02:52:23.295295,405,IMPS,1
1685,10024,20015,26291.31,2026-01-24 20:17:23.295295,209,IMPS,0
1686,10079,20068,11502.46,2026-02-10 13:30:23.295295,142,UPI,0
1687,10066,20003,7688.26,2025-12-26 20:24:23.295295,673,UPI,0
1688,10018,20064,3029.85,2026-01-13 21:29:23.295295,742,NEFT,0
1689,10070,20087,32040.84,2026-02-27 15:56:23.295295,90,UPI,0
1690,10013,20060,2737.0,2026-02-12 08:23:23.295295,489,RTGS,0
1691,10011,20005,8205.53,2026-03-01 12:23:23.295295,852,IMPS,0
1692,10002,20026,8637.23,2026-01-09 09:23:23.295295,491,UPI,0
1693,10074,20006,23599.81,2026-02-13 12:05:23.295295,901,UPI,0
1694,10065,20070,9237.85,2026-02-04 05:41:23.295295,314,IMPS,0
1695,10061,20042,6481.92,2026-02-15 18:11:23.295295,967,RTGS,0
1696,10003,20015,28603.95,2026-02-21 09:32:23.295295,198,UPI,0
1697,10012,20046,9142.5,2026-01-25 17:44:23.295295,309,UPI,0
1698,10033,20099,33937.36,2026-02-07 12:30:23.295295,229,NEFT,0
1699,10093,20047,16239.25,2026-01-27 09:11:23.295295,434,RTGS,0
1700,10077,20094,32108.41,2026-01-16 21:53:23.295295,700,IMPS,0
1701,10097,20005,21965.5,2026-01-23 23:27:23.295295,943,UPI,0
1702,10085,20000,28068.34,2026-01-13 21:53:23.295295,211,RTGS,0
1703,10051,20100,11954.19,2026-03-02 10:08:23.295295,66,NEFT,0
1704,10063,20026,9121.93,2026-01-04 18:56:23.295295,138,IMPS,0
1705,10084,20079,20018.27,2026-01-17 00:04:23.295295,556,UPI,0
1706,10091,20057,47801.23,2026-01-17 16:16:23.295295,219,IMPS,0
1707,10097,20039,49380.87,2026-01-18 12:11:23.295295,860,RTGS,0
1708,10023,20037,33134.63,2025-12-30 13:39:23.295295,99,UPI,0
1709,10076,20055,45533.33,2026-01-28 12:24:23.295295,25,IMPS,1
1710,10087,20059,10642.09,2026-02-23 02:39:23.295295,709,UPI,0
1711,10091,20064,16908.2,2026-02-01 00:37:23.295295,83,UPI,0
1712,10053,20005,39463.87,2026-02-03 02:14:23.295295,447,UPI,0
1713,10041,20072,28802.11,2026-01-22 15:17:23.295295,817,NEFT,0
1714,10075,20059,47701.68,2026-01-19 09:41:23.295295,633,RTGS,0
1715,10088,20004,16448.05,2026-01-04 08:41:23.295295,156,NEFT,0
1716,10094,20096,24969.21,2026-02-09 08:14:23.295295,155,RTGS,0
1717,10022,20094,16827.67,2025-12-30 08:02:23.295295,344,NEFT,0
1718,10052,20090,5978.51,2026-02-16 07:52:23.295295,598,NEFT,0
1719,10038,20066,44727.75,2026-01-10 15:38:23.295295,913,NEFT,0
1720,10071,20020,13749.04,2025-12-28 08:32:23.295295,968,RTGS,0
1721,10083,20046,20410.78,2026-02-05 21:50:23.295295,737,RTGS,0
1722,10045,20055,47792.14,2026-01-01 15:30:23.295295,231,IMPS,0
1723,10067,20086,46325.66,2025-12-28 21:50:23.295295,496,UPI,0
1724,10039,20024,33123.53,2026-01-03 06:22:23.295295,900,IMPS,0
1725,10052,20082,43082.28,2026-02-15 09:38:23.295295,456,NEFT,0
1726,10051,20012,13456.07,2026-01-11 23:21:23.295295,53,UPI,0
1727,10084,20022,15422.85,2026-02-12 14:06:23.295295,784,RTGS,1
1728,10044,20087,8527.63,2025-12-26 17:39:23.295295,253,IMPS,0
1729,10005,20012,31494.98,2026-01-17 21:50:23.295295,395,RTGS,0
1730,10044,20098,10749.83,2026-02-09 10:28:23.295295,440,UPI,0
1731,10082,20001,11582.0,2025-12-30 15:55:23.295295,685,NEFT,0
1732,10076,20003,44627.98,2026-01-19 14:41:23.295295,407,UPI,1
1733,10094,20020,23283.42,2025-12-29 05:18:23.295295,246,UPI,0
1734,10084,20021,48452.96,2026-02-07 08:00:23.295295,229,IMPS,0
1735,10002,20055,14043.84,2026-02-05 09:55:23.295295,559,IMPS,0
1736,10079,20072,15567.9,2026-01-04 13:42:23.295295,642,IMPS,0
1737,10080,20033,35515.64,2026-02-11 11:50:23.295295,80,NEFT,1
1738,10051,20073,25901.14,2026-02-04 09:17:23.295295,842,UPI,0
1739,10010,20076,46594.9,2026-01-17 22:21:23.295295,269,RTGS,0
1740,10017,20094,27715.24,2026-02-14 09:42:23.295295,841,IMPS,1
1741,10098,20084,6242.72,2025-12-25 12:20:23.295295,196,NEFT,0
1742,10009,20056,38023.1,2025-12-26 09:14:23.295295,190,UPI,0
1743,10007,20057,17660.32,2026-02-15 22:21:23.295295,339,RTGS,0
1744,10070,20081,36022.18,2026-01-03 20:37:23.295295,646,NEFT,0
1745,10020,20069,39851.22,2026-02-06 14:07:23.295295,134,RTGS,1
1746,10002,20014,22925.93,2026-01-22 17:47:23.295295,833,UPI,0
1747,10097,20058,22733.03,2026-02-27 06:51:23.295295,761,UPI,0
1748,10001,20080,19018.9,2026-01-28 20:42:23.295295,448,IMPS,0
1749,10009,20078,542.58,2026-03-03 14:42:23.295295,167,IMPS,0
1750,10016,20073,30091.23,2025-12-28 04:04:23.295295,255,UPI,0
1751,10028,20002,28160.7,2026-02-05 21:45:23.295295,777,RTGS,0
1752,10000,20076,49561.15,2026-02-06 14:57:23.295295,160,UPI,0
1753,10043,20024,44795.26,2026-02-08 09:28:23.295295,410,RTGS,0
1754,10075,20044,33252.35,2026-02-12 05:18:23.295295,661,NEFT,0
1755,10073,20010,34105.39,2026-01-28 06:11:23.295295,234,RTGS,0
1756,10053,20099,37193.9,2026-01-01 10:26:23.295295,902,RTGS,0
1757,10078,20015,26770.08,2026-02-03 17:31:23.295295,196,UPI,0
1758,10043,20042,35650.33,2026-02-23 22:34:23.295295,237,IMPS,0
1759,10015,20060,40104.38,2026-01-28 09:58:23.295295,301,NEFT,0
1760,10019,20099,2214.63,2026-01-25 19:31:23.295295,883,NEFT,0
1761,10039,20045,30496.6,2025-12-25 12:34:23.295295,539,IMPS,0
1762,10081,20049,45124.19,2026-01-30 09:34:23.295295,11,UPI,1
1763,10043,20044,46277.43,2025-12-29 23:05:23.295295,499,RTGS,0
1764,10007,20050,15115.27,2026-01-31 10:37:23.295295,338,RTGS,0
1765,10002,20010,39860.34,2026-01-21 14:30:23.295295,413,RTGS,0
1766,10014,20065,4293.24,2026-01-21 18:59:23.295295,769,UPI,0
1767,10087,20026,8594.3,2026-02-15 13:42:23.295295,658,NEFT,0
1768,10036,20035,34431.77,2026-01-16 05:35:23.295295,436,RTGS,0
1769,10020,20097,44769.62,2026-02-08 17:48:23.295295,486,NEFT,0
1770,10007,20062,24703.51,2025-12-27 20:58:23.295295,951,RTGS,0
1771,10011,20065,32814.25,2026-01-28 04:08:23.295295,384,RTGS,0
1772,10059,20030,14549.31,2025-12-27 06:32:23.295295,323,RTGS,0
1773,10026,20096,5022.0,2026-01-29 00:59:23.295295,419,RTGS,0
1774,10012,20032,3544.2,2026-03-02 17:13:23.295295,403,IMPS,0
1775,10046,20036,40619.11,2026-01-15 00:12:23.295295,296,IMPS,0
1776,10089,20042,10884.6,2026-01-08 16:20:23.295295,10,UPI,0
1777,10032,20028,34735.26,2026-02-20 03:08:23.295295,536,NEFT,0
1778,10034,20016,11626.5,2026-02-27 21:43:23.295295,567,UPI,0
1779,10085,20063,48687.84,2026-01-26 18:56:23.295295,675,IMPS,0
1780,10003,20012,42711.8,2026-01-15 12:36:23.295295,804,RTGS,0
1781,10044,20075,14797.17,2025-12-29 16:18:23.295295,590,RTGS,0
1782,10097,20039,26403.71,2026-02-11 00:36:23.295295,275,UPI,0
1783,10035,20068,16050.61,2026-02-02 18:50:23.295295,792,UPI,0
1784,10055,20005,3125.51,2026-01-02 14:20:23.295295,736,IMPS,0
1785,10016,20052,22438.71,2026-02-12 15:50:23.295295,315,NEFT,0
1786,10042,20096,28125.94,2026-01-10 11:10:23.295295,53,IMPS,0
1787,10052,20078,3467.67,2026-01-26 01:57:23.295295,208,UPI,0
1788,10058,20031,28880.03,2026-01-21 17:51:23.295295,340,UPI,0
1789,10053,20086,18356.37,2026-01-23 20:20:23.295295,119,UPI,0
1790,10058,20030,4215.21,2026-02-13 09:16:23.295295,418,IMPS,0
1791,10006,20027,48299.62,2026-02-12 04:13:23.295295,325,IMPS,0
1792,10060,20092,41439.08,2026-02-12 11:02:23.295295,815,UPI,0
1793,10063,20086,37363.8,2025-12-28 23:30:23.295295,476,IMPS,0
1794,10096,20063,5518.36,2026-02-16 11:42:23.295295,388,RTGS,0
1795,10090,20078,44462.24,2026-01-10 18:09:23.295295,431,RTGS,0
1796,10078,20081,23472.41,2026-01-24 21:38:23.295295,5,RTGS,0
1797,10084,20070,23353.05,2026-01-29 13:46:23.295295,55,UPI,0
1798,10072,20069,24198.09,2026-02-26 18:20:23.295295,277,NEFT,0
1799,10014,20024,39108.73,2026-01-27 14:00:23.295295,569,NEFT,0
1800,10003,20090,1195.6,2026-02-12 17:37:23.295295,740,NEFT,1
1801,10002,20097,9605.68,2026-01-21 20:33:23.295295,586,UPI,0
1802,10003,20015,29768.3,2026-02-08 08:41:23.295295,262,RTGS,0
1803,10033,20060,42629.07,2026-02-24 18:52:23.295295,270,IMPS,0
1804,10030,20071,8526.86,2026-01-26 02:14:23.295295,229,NEFT,0
1805,10033,20052,3959.98,2026-02-15 15:09:23.295295,168,NEFT,0
1806,10067,20035,10794.83,2026-01-31 05:29:23.295295,402,RTGS,0
1807,10089,20062,48544.62,2026-01-22 00:04:23.295295,363,IMPS,0
1808,10024,20088,28433.6,2026-01-09 11:45:23.295295,697,NEFT,0
1809,10050,20007,20546.5,2026-03-03 16:14:23.295295,926,RTGS,0
1810,10054,20011,10426.0,2026-01-05 07:44:23.295295,928,UPI,0
1811,10015,20009,11159.5,2026-01-09 15:52:23.295295,542,IMPS,0
1812,10100,20078,28083.21,2026-02-05 21:23:23.295295,248,IMPS,0
1813,10073,20011,34731.89,2026-02-10 07:15:23.295295,606,UPI,0
1814,10038,20063,48611.2,2026-02-06 12:07:23.295295,914,UPI,0
1815,10082,20057,24210.35,2026-02-21 16:08:23.295295,766,RTGS,0
1816,10083,20097,46181.63,2025-12-26 14:18:23.295295,936,UPI,0
1817,10000,20097,22280.72,2026-01-04 21:56:23.295295,431,UPI,0
1818,10037,20042,47231.21,2026-01-19 03:59:23.295295,828,IMPS,0
1819,10030,20056,12702.16,2026-01-05 06:24:23.295295,626,RTGS,0
1820,10050,20010,31225.75,2026-01-13 01:22:23.295295,734,UPI,0
1821,10082,20073,48342.08,2026-03-04 05:46:23.295295,117,NEFT,1
1822,10051,20085,43960.66,2026-01-19 06:20:23.295295,151,NEFT,0
1823,10041,20074,16787.29,2026-02-16 00:45:23.295295,620,UPI,0
1824,10094,20091,29725.64,2026-02-16 16:12:23.295295,933,UPI,0
1825,10076,20010,4995.26,2026-01-11 05:08:23.295295,494,IMPS,0
1826,10064,20012,26384.94,2026-01-17 13:19:23.295295,962,RTGS,0
1827,10061,20025,8935.03,2026-02-15 16:22:23.295295,340,UPI,0
1828,10099,20045,35323.57,2026-01-29 18:23:23.295295,615,RTGS,0
1829,10062,20018,40267.42,2026-02-16 20:42:23.295295,208,UPI,0
1830,10090,20059,894.05,2026-01-08 18:55:23.295295,602,IMPS,0
1831,10071,20019,7189.35,2026-02-18 09:47:23.295295,709,NEFT,0
1832,10006,20009,19901.74,2026-01-19 02:51:23.295295,792,IMPS,0
1833,10064,20043,42233.05,2026-01-08 10:39:23.295295,782,NEFT,0
1834,10009,20046,24520.74,2026-01-13 12:10:23.295295,93,UPI,0
1835,10049,20033,21977.12,2026-03-02 00:05:23.295295,804,RTGS,0
1836,10073,20012,23211.86,2026-02-02 21:02:23.295295,866,RTGS,0
1837,10013,20075,37821.15,2026-02-06 01:37:23.295295,734,IMPS,0
1838,10020,20087,17226.49,2026-02-12 07:58:23.295295,630,NEFT,0
1839,10050,20028,47207.43,2026-02-04 01:44:23.295295,919,NEFT,0
1840,10056,20014,48373.78,2026-02-27 19:50:23.295295,678,NEFT,0
1841,10004,20009,32299.48,2026-01-22 23:18:23.295295,470,RTGS,0
1842,10025,20050,34958.51,2026-02-11 17:31:23.295295,118,RTGS,0
1843,10026,20047,7662.67,2025-12-28 06:30:23.295295,528,UPI,0
1844,10100,20051,45892.12,2026-01-12 11:16:23.295295,888,RTGS,0
1845,10054,20055,38906.37,2026-02-02 14:39:23.295295,684,IMPS,0
1846,10085,20007,32251.65,2026-02-23 15:11:23.295295,928,IMPS,0
1847,10048,20018,33020.77,2026-02-24 14:58:23.295295,773,UPI,0
1848,10075,20054,17825.25,2026-03-03 06:49:23.295295,919,IMPS,0
1849,10081,20038,41994.01,2025-12-29 21:34:23.295295,95,UPI,0
